url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at,cleaned_text,review_month
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",B. Slate,NO SUPPORT! NOT FOR RUNNING!,I would NOT recommend these for running. They have zero support and I could feel the rocks in the ground through the shoe. They are also shaped really weird. The sole protrudes out in the back all around the heel and makes your foot appear much larger than it should.,1.0,True,2020-07-12,19.0,1bd3f6f9-6e70-50a8-a913-6c9af4f8c7c7,24/12/2021 02:26:25,would recommend running zero support could feel rock ground shoe also shaped really weird sole protrudes back around heel make foot appear much larger,2020-07
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",George-y,Not as supportive as I had hoped for.,"These shoes are cute online but in person...not so much.The shoe is super light weight and flimsy feeling.  Because of this, it feels as if there is no support/stability.My partial orthotic fit well into the heel of the shoe.The shoe not only has aqua-colored accents (shoe string eyelets) but also has an aqua liner throughout the shoe. As I was slipping my socked foot into the shoe for the first time, that inner liner sort of bunched up and made the shoe top look distorted. As if the liner pushed forward and down causing the upper portion and toe of the shoe to twist upward.  Not a nice look.  At that point I decided that I didn't want to struggle with getting the shoe on each time.  I'm returning them.",1.0,True,2016-05-10,12.0,51b14655-18d6-556d-bf0b-1cbd9536d9a2,24/12/2021 02:26:25,shoe cute online personnot muchthe shoe super light weight flimsy feeling feel supportstabilitymy partial orthotic fit well heel shoethe shoe aquacolored accent shoe string eyelet also aqua liner throughout shoe slipping socked foot shoe first time inner liner sort bunched made shoe top look distorted liner pushed forward causing upper portion toe shoe twist upward nice look point decided didnt want struggle getting shoe time im returning,2016-05
https://www.amazon.co.uk/dp/B077TC44GZ,"Merrell Boys' Burnt Rock Low Sneaker, Black, 13.5 Medium US Little Kid",Anna,Fell apart after one week,"The laces broke after slightly over one week of use. Horrible quality. Before it broke, my son complained it was very uncomfortable, as the metal grommets on the sides rub against the side of his foot.",1.0,True,2019-12-22,,c111f9c3-e95b-57c1-8a7f-879f9ec476df,24/12/2021 02:26:25,lace broke slightly one week use horrible quality broke son complained uncomfortable metal grommet side rub side foot,2019-12
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Rachel L. ,Too Hard For My Son To Get On,It’s a tight fit! The top part doesn’t open so it made  it super hard for my son to get the shoe on. We ended up returning the shoes! If #Puma will make it so that the top part can open and then possible Velcro closed or maybe zipper it would be awesome so kids can easily slide their feet in!!,1.0,True,2021-06-14,,d8a7aabc-a96a-5a59-9ba6-4d2bf0228407,24/12/2021 02:26:26,’ tight fit top part ’ open made super hard son get shoe ended returning shoe puma make top part open possible velcro closed maybe zipper would awesome kid easily slide foot,2021-06
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Tiffany Morris,wrong  shoes size came,I order  a size 11 kids size shoes received  and 10 it's very tight on my child foot. elastic  that run across cant expands.  sorry I every purchased  this damn shoes,1.0,True,2021-02-15,,a3d47e92-821c-51e7-9907-0bc4fbcf2b5c,24/12/2021 02:26:26,order size 11 kid size shoe received 10 tight child foot elastic run across cant expands sorry every purchased damn shoe,2021-02
https://www.amazon.co.uk/dp/B0824ZHM19,Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Judea,I got the wrong size,To small for my granddaughter,1.0,True,2020-05-22,,74735df1-65da-5872-83e6-acfa66179247,24/12/2021 02:26:27,small granddaughter,2020-05
https://www.amazon.co.uk/dp/B0824ZHM19,Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Sam,Too small. Poor quality for price.,Ordered a size 6. Looked like size 3. Was very small. Not very good quality.,1.0,True,2021-03-09,,b0c2b31e-6094-5356-85bf-814952888c9c,24/12/2021 02:26:27,ordered size 6 looked like size 3 small good quality,2021-03
https://www.amazon.co.uk/dp/B0824ZHM19,Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,darlene,Runs extremely small,They were extremely small not true to her size at all. Pretty but no good if it don’t fit.,1.0,True,2020-12-22,,cd23fabd-cd47-5d6f-a93d-ccc158fe9592,24/12/2021 02:26:27,extremely small true size pretty good ’ fit,2020-12
https://www.amazon.co.uk/dp/B074QT1874,"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Aleval,Very poor leather quality,"Very poor leather quality. The sneakers are very cute and elegant but have been sitting in my closet for the past months. I don’t see myself wearing them again. I wore them for a couple of weeks and they got soiled, as all shoes do. When I tried to clean them with a damp cloth, which I always do with my soiled leather shoes, I got a discoloration as a result that was even bigger than the initial spot, and nothing can be done about it. It cannot be fixed. Unfortunately, a waste of money.",1.0,True,2018-10-04,4.0,8bb7721b-c491-5078-b52e-a5a588b9d885,24/12/2021 02:26:27,poor leather quality sneaker cute elegant sitting closet past month ’ see wearing wore couple week got soiled shoe tried clean damp cloth always soiled leather shoe got discoloration result even bigger initial spot nothing done fixed unfortunately waste money,2018-10
https://www.amazon.co.uk/dp/B074QT1874,"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Front Ranger,"Super Cute, Super Fake","Not leather, inside or out. Really smelly polyurethane smell, too. Got them for $23.00, so I'm keeping them. No wonder one of the reviewers stated that they didn't last.",1.0,True,2019-08-01,4.0,1ea7adda-88e1-5181-b4fe-b85e0362c5cc,24/12/2021 02:26:27,leather inside really smelly polyurethane smell got 2300 im keeping wonder one reviewer stated didnt last,2019-08
