url,product_name,reviewer_name,review_title,review_text,review_rating,verified_purchase,review_date,helpful_count,uniq_id,scraped_at,cleaned_text,review_month
https://www.amazon.co.uk/dp/B07S1XM3L7,"adidas Women's Retrorun Shoes Running, Core Black/Cloud White/Alumina, 8 UK",Mara Crabtree,Great pair of shoes!,"Very comfortable! Absolutely love the look and feel of these shoes. They run slightly too big. But, that doesn't take away from the comfort. I'm not sliding around inside them. I'm able to work in them well and workout in them great. Excellent pair of shoes.",4.0,True,2020-04-23,11.0,b59bb2ea-9153-5a76-9069-496c760993fa,24/12/2021 02:26:25,comfortable absolutely love look feel shoe run slightly big doesnt take away comfort im sliding around inside im able work well workout great excellent pair shoe,2020-04
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Michele,What I was looking for,"I have been trying to find a casual, but not too casual, shoe for work. I wanted an athletic shoe fit in a shoe that doesn't look like an athletic shoe. This is pretty close. It works well with chinos or colored denim. They would not look right with ""dress"" pants, but for business casual, it's good. I'm always between 8 and 8.5. I went with an 8 and they fit perfectly.  I also need good support and these are reasonable. I have another pair of Aravon shoes (mary jane) and they also work well. I think this is good brand.",4.0,True,2019-06-10,2.0,6b1fe1ca-d32c-5cf6-b4bb-6d6bc59254ba,24/12/2021 02:26:25,trying find casual casual shoe work wanted athletic shoe fit shoe doesnt look like athletic shoe pretty close work well chino colored denim would look right dress pant business casual good im always 8 85 went 8 fit perfectly also need good support reasonable another pair aravon shoe mary jane also work well think good brand,2019-06
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",R. T.,but it's frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up ...,"I'd give them 5 stars if it weren't for the fact that the material on the inside of the shoe keeps pulling on my socks, it's not all the time, but it's frequent enough with certain socks that it becomes annoying to have to stop and pull my socks up which find their way down into my shoes after walking for 10-15 min, also the laces don't seem to stay tied, my recommendation is to buy socks that are really snug around your ankles and use a different pair of laces.... besides that, I think the shoes are really cute, love the choice of brown and blue, I think they work well together, also the shoe has pretty good support, I use my own inserts which fit well in the shoe, but like I said if you don't, the original inserts are pretty good",4.0,True,2017-05-01,,75a0ebf7-29ad-578a-a7bc-5310a3fc5978,24/12/2021 02:26:25,id give 5 star werent fact material inside shoe keep pulling sock time frequent enough certain sock becomes annoying stop pull sock find way shoe walking 1015 min also lace dont seem stay tied recommendation buy sock really snug around ankle use different pair lace besides think shoe really cute love choice brown blue think work well together also shoe pretty good support use insert fit well shoe like said dont original insert pretty good,2017-05
https://www.amazon.co.uk/dp/B0125TMZGK,"Aravon Women's Betty-AR Oxfords, Stone, 5.5 UK",Keqqy,"Cute, but small","I was so excited to find these shoes. They are super cute!  They were too small, however, and I cannot find the larger size I need.  When I tried them on, they were really stiff and a bit tight.  Who knows maybe they would stretch out as I wore them, but they just didn't fit.  I am disappointed that I can't find the size I need anywhere, but will keep looking.",4.0,True,2020-11-28,,6e6c9355-0941-5e44-9792-52c75725a3e6,24/12/2021 02:26:25,excited find shoe super cute small however find larger size need tried really stiff bit tight know maybe would stretch wore didnt fit disappointed cant find size need anywhere keep looking,2020-11
https://www.amazon.co.uk/dp/B08KRS9T98,"PUMA EL Rey 2 Slip ON Sneaker, Desert Sage-Gray Violet, 5 US Unisex Big Kid",Vashti,Son says awesome shoes; mom says go down a size,Son loves them and is willing to double up in sock layers to make fit. Would recommend going a half size down. My son is 4.5 big kids by size measurements but could easily have fit for a long while in a 4,4.0,True,2021-01-20,,580afe1d-89f7-5910-9012-1d491d432b22,24/12/2021 02:26:26,son love willing double sock layer make fit would recommend going half size son 45 big kid size measurement could easily fit long 4,2021-01
https://www.amazon.co.uk/dp/B07V9KBVK7,"Camper Men's Formiga Chukka Boat, Black, 5.5",Mbatou,"Nice, but no Camper 'feeling'","Very nice boots. I had hoped the shoe laces would be flexible and integrated like most Camper shoes. Here you get regular laces, and as such, you don't get the Camper 'feeling' or practicality of putting them on and off quickly. They are quite light, which is a plus.",4.0,True,2020-12-26,,0506f81f-eb56-5b02-9526-b5c923674038,24/12/2021 02:26:26,nice boot hoped shoe lace would flexible integrated like camper shoe get regular lace dont get camper feeling practicality putting quickly quite light plus,2020-12
https://www.amazon.co.uk/dp/B089TR2NSW,"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",Lourdes Tejeda,Great shoe for the price,The shoe is responsive and that is good. But it would be better to have longer shoe laces,4.0,True,2021-04-03,,18967fbe-74d1-5e73-9471-61e340d44de5,24/12/2021 02:26:27,shoe responsive good would better longer shoe lace,2021-04
https://www.amazon.co.uk/dp/B0824ZHM19,Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,CJ Armstrong,The shoes run at least 3 sizes small.,"4 stars for sizing issue. Not true to size at all. They run very small. But after return and requesting 3 sizes bigger, we are pleased. The shoes are cute in person than in pic.",4.0,True,2020-11-25,,13690dd4-3286-5e82-a9f3-19ce21631cd8,24/12/2021 02:26:27,4 star sizing issue true size run small return requesting 3 size bigger pleased shoe cute person pic,2020-11
https://www.amazon.co.uk/dp/B0824ZHM19,Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Jennifer Olko,Nice product very decent for the holidays,Honestly look way better in person does not look super cheap in the bowl detail is very decent,4.0,True,2020-12-06,,6bbc667a-4929-5ceb-9deb-587c815b8de6,24/12/2021 02:26:27,honestly look way better person look super cheap bowl detail decent,2020-12
https://www.amazon.co.uk/dp/B0824ZHM19,Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Viki C.,rans small,"real cute but ran small, loved the look but had to return",4.0,True,2021-02-09,,00a6527c-0c5c-55d4-b910-83e7416d6a00,24/12/2021 02:26:27,real cute ran small loved look return,2021-02
https://www.amazon.co.uk/dp/B074QT1874,"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",KDS,really cute but narrow,"Great quality leather, narrow fit but length is true to size. They're in new condition but came in tissue in an amazon box, no frye box. the laces seem really long and thick for the shoes but overall they're super cute and a great way to dress up sneakers!",4.0,True,2019-09-19,,8a23ea30-f854-5125-a2b9-9707705d28d7,24/12/2021 02:26:27,great quality leather narrow fit length true size theyre new condition came tissue amazon box frye box lace seem really long thick shoe overall theyre super cute great way dress sneaker,2019-09
